profile pic,nums/length username,fullname words,nums/length fullname,name==username,description length,external URL,private,#posts,#followers,#follows,fake
0,0.67,1,0.0,0,0,0,0,0,32,23,1
0,0.44,1,0.0,0,0,0,0,0,39,153,1
0,0.18,1,0.0,0,0,0,0,0,3033,1155,1
0,0.25,1,0.0,0,0,0,0,0,3003,825,1
0,0.88,1,1.0,0,0,0,0,1,34,36,1
0,0.36,1,0.0,0,0,0,0,37,218,1528,1
1,0.33,2,0.22,0,0,0,0,8,210,1543,1
1,0.2,2,0.0,0,19,0,0,4,1489,3715,1
0,0.5,1,0.5,1,0,0,0,0,10,2,1
0,0.33,1,0.0,0,0,0,0,28,201,812,1
0,0.0,2,0.0,0,0,0,0,0,351,2663,1
0,0.43,1,0.0,0,0,0,0,0,52,16,1
0,0.25,1,0.18,0,0,0,0,6,156,423,1
0,0.43,2,0.0,0,0,0,0,12,85,477,1
0,0.24,1,0.0,0,0,0,0,0,35,38,1
0,0.44,1,0.0,0,0,0,0,0,55,28,1
0,0.27,2,0.0,0,43,0,1,0,16,51,1
0,0.38,1,0.0,0,0,0,0,0,43,88,1
0,0.4,1,0.0,0,0,0,0,2,97,408,1
0,0.57,1,0.57,1,0,0,0,2,34,112,1
0,0.0,1,0.0,1,0,0,0,0,2346,7272,1
0,0.25,1,0.0,0,0,0,0,0,49,95,1
1,0.19,0,0,0,0,0,1,2,2,55,1
0,0.46,1,0.46,1,0,0,0,2,40,19,1
0,0.46,1,0.0,0,0,0,1,0,332,1333,1
0,0.73,1,0.0,0,0,0,0,0,14,542,1
1,0.6,1,0.5,0,0,0,0,12,65,162,1
1,0.46,1,0.5,0,0,0,0,1,20,52,1
0,0.31,1,0.31,1,0,0,0,0,26,27,1
1,0.43,1,0.43,0,0,0,0,0,72,434,1
1,0.0,1,0.0,0,0,0,0,1,55,2,1
1,0.5,1,0.4,0,33,0,0,12,77,108,1
1,0.0,4,0.25,0,0,0,1,59,31,215,1
0,0.86,2,0.18,0,0,0,0,0,57,130,1
0,0.62,1,0.0,0,0,0,1,0,58,347,1
1,0.33,2,0.0,0,0,0,0,23,47,139,1
1,0.16,1,0.12,0,43,0,0,3,31,37,1
1,0.92,1,1.0,0,0,0,0,11,96,242,1
1,0.27,1,0.0,0,19,0,0,8,126,860,1
1,0.25,1,0.0,0,0,0,1,102,39,229,1
1,0.43,1,0.0,0,5,0,0,6,66,161,1
1,0.31,3,0.0,0,0,0,0,25,87,698,1
1,0.2,1,0.0,0,28,0,0,0,15,64,1
1,0.55,1,0.44,0,0,0,0,33,166,596,1
1,0.38,1,0.33,0,21,0,0,44,66,75,1
1,0.57,2,0.0,0,0,0,0,4,96,339,1
1,0.57,1,0.0,0,11,0,0,0,57,73,1
1,0.27,1,0.0,0,0,0,0,2,150,487,1
